Record_number,Entry_date,Study_number,Author,Duplicate_record,Quality_flag,Contributor,Country,Region,Site_name,Site_ID,Study_midyear,YearsOfData,Latitude,Longitude,Elevation,Manipulation,Manipulation_level,Age_ecosystem,Age_disturbance,Species,Biome,Ecosystem_type,Ecosystem_state,Leaf_habit,Stage,Soil_type,Soil_drainage,Soil_BD,Soil_CN,Soil_sand,Soil_silt,Soil_clay,MAT,MAP,PET,Study_temp,Study_precip,Meas_method,Collar_height,Collar_depth,Chamber_area,Time_of_day,Meas_interval,Annual_coverage,Partition_method,Rs_annual,Rs_annual_err,Rs_interann_err,Rlitter_annual,Ra_annual,Rh_annual,RC_annual,Rs_spring,Rs_summer,Rs_autumn,Rs_winter,Rs_growingseason,Rs_wet,Rs_dry,RC_seasonal,RC_season,GPP,ER,NEP,NPP,ANPP,BNPP,NPP_FR,TBCA,Litter_flux,Rootlitter_flux,TotDet_flux,Ndep,LAI,BA,C_veg_total,C_AG,C_BG,C_CR,C_FR,C_litter,C_soilmineral,C_soildepth,Notes
9362,2020-03-03,10600,Tucker,,,DP,USA,Utah,Upper Colorado Plateau,US-UT-CB4,2016.5,1,36.675,-109.416,1310,None,,,,Achnatherum hymenoides,Boreal,Desert,Managed,Deciduous,Mature,Aridisols,Dry,,,,,,13,269,,,,IRGA,,9,314,,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Figure 5
9363,2020-03-02,10576,Yamulki,,,JJ,UK,Alice Holt Research Forest,,UK-AHR-THIN04YR3,2011,1,51.15,-0.85,80,None,,80,,"Quercus robur L., Q. petraea (Matt.) Liebl.",Mediterranean,Forest,Unmanaged,Deciduous,Mature,Gley,Dry,0.7,14,,,,9.8,808,,,,IRGA,25,3,1600,,30,1,,892.9,58.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Table 4
9364,2020-03-02,10576,Yamulki,,,JJ,UK,Alice Holt Research Forest,,UK-AHR-THIN04YR4,2012,1,51.15,-0.85,80,None,,80,,"Quercus robur L., Q. petraea (Matt.) Liebl.",Mediterranean,Forest,Unmanaged,Deciduous,Mature,Gley,Dry,0.7,14,,,,9.8,808,,,,IRGA,25,3,1600,,30,1,,1106.8,54.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Table 4
9365,2020-03-02,10576,Yamulki,,,JJ,UK,Alice Holt Research Forest,,UK-AHR-THIN04YR5,2013,1,51.15,-0.85,80,None,,80,,"Quercus robur L., Q. petraea (Matt.) Liebl.",Mediterranean,Forest,Unmanaged,Deciduous,Mature,Gley,Dry,0.7,14,,,,9.8,808,,,,IRGA,25,3,1600,,30,1,,999.8,56.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Table 4
9366,2020-03-02,10576,Yamulki,,,JJ,UK,Alice Holt Research Forest,,UK-AHR-THIN7AYR3,2011,1,51.15,-0.85,80,None,,80,,"Quercus robur L., Q. petraea (Matt.) Liebl.",Mediterranean,Forest,Unmanaged,Deciduous,Mature,Gley,Dry,0.7,14,,,,9.8,808,,,,IRGA,25,3,1600,,30,1,,863,54.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Table 4
9367,2020-03-02,10576,Yamulki,,,JJ,UK,Alice Holt Research Forest,,UK-AHR-THIN7AYR4,2012,1,51.15,-0.85,80,None,,80,,"Quercus robur L., Q. petraea (Matt.) Liebl.",Mediterranean,Forest,Unmanaged,Deciduous,Mature,Gley,Dry,0.7,14,,,,9.8,808,,,,IRGA,25,3,1600,,30,1,,1262.2,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Table 4
9368,2020-03-02,10576,Yamulki,,,JJ,UK,Alice Holt Research Forest,,UK-AHR-THIN7AYR5,2013,1,51.15,-0.85,80,None,,80,,"Quercus robur L., Q. petraea (Matt.) Liebl.",Mediterranean,Forest,Unmanaged,Deciduous,Mature,Gley,Dry,0.7,14,,,,9.8,808,,,,IRGA,25,3,1600,,30,1,,1062.6,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Table 4
9369,2020-03-02,10576,Yamulki,,,JJ,UK,Alice Holt Research Forest,,UK-AHR-THIN7BYR3,2011,1,51.15,-0.85,80,None,,80,,"Quercus robur L., Q. petraea (Matt.) Liebl.",Mediterranean,Forest,Unmanaged,Deciduous,Mature,Gley,Dry,0.7,14,,,,9.8,808,,,,IRGA,25,3,1600,,30,1,,852.3,65.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Table 4
9370,2020-03-02,10576,Yamulki,,,JJ,UK,Alice Holt Research Forest,,UK-AHR-THIN7BYR4,2012,1,51.15,-0.85,80,None,,80,,"Quercus robur L., Q. petraea (Matt.) Liebl.",Mediterranean,Forest,Unmanaged,Deciduous,Mature,Gley,Dry,0.7,14,,,,9.8,808,,,,IRGA,25,3,1600,,30,1,,1096.7,73.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Table 4
9371,2020-03-02,10576,Yamulki,,,JJ,UK,Alice Holt Research Forest,,UK-AHR-THIN7BYR5,2013,1,51.15,-0.85,80,None,,80,,"Quercus robur L., Q. petraea (Matt.) Liebl.",Mediterranean,Forest,Unmanaged,Deciduous,Mature,Gley,Dry,0.7,14,,,,9.8,808,,,,IRGA,25,3,1600,,30,1,,974.5,69.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Table 4
9372,2020-03-02,10576,Yamulki,,,JJ,UK,Alice Holt Research Forest,,UK-AHR-THIN9YR3,2011,1,51.15,-0.85,80,None,,80,,"Quercus robur L., Q. petraea (Matt.) Liebl.",Mediterranean,Forest,Unmanaged,Deciduous,Mature,Gley,Dry,0.7,14,,,,9.8,808,,,,IRGA,25,3,1600,,30,1,,484.4,56.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Table 4
9373,2020-03-02,10576,Yamulki,,,JJ,UK,Alice Holt Research Forest,,UK-AHR-THIN9YR4,2012,1,51.15,-0.85,80,None,,80,,"Quercus robur L., Q. petraea (Matt.) Liebl.",Mediterranean,Forest,Unmanaged,Deciduous,Mature,Gley,Dry,0.7,14,,,,9.8,808,,,,IRGA,25,3,1600,,30,1,,663.2,27.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Table 4
9374,2020-03-02,10576,Yamulki,,,JJ,UK,Alice Holt Research Forest,,UK-AHR-THIN9YR5,2013,1,51.15,-0.85,80,None,,80,,"Quercus robur L., Q. petraea (Matt.) Liebl.",Mediterranean,Forest,Unmanaged,Deciduous,Mature,Gley,Dry,0.7,14,,,,9.8,808,,,,IRGA,25,3,1600,,30,1,,573.8,41.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Table 4
9375,2020-03-04,10578,Ahirwal,,,JJ,India,Jharkhand,,IN-JHA-2YR,2013,1,23.7,84.99,475,None,,10,2,"Acacia mangium, Dalbergia sissoo",Tropical,Forest,Managed,Deciduous,Aggrading,lateritic,Dry,1.86,34.06,78.72,15.67,5.61,23,975,,22.39,,IRGA,10,5,314,10to14,0.1,1,,302.4,64.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9376,2020-03-04,10578,Ahirwal,,,JJ,India,Jharkhand,,IN-JHA-8YR,2013,1,23.7,84.99,475,None,,10,8,"Acacia mangium, Dalbergia sissoo",Tropical,Forest,Managed,Deciduous,Aggrading,lateritic,Dry,1.71,7.79,69.26,23.64,7.1,23,975,,21.21,,IRGA,10,5,314,10to14,0.1,1,,903.42,26.082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9377,2020-03-04,10578,Ahirwal,,,JJ,India,Jharkhand,,IN-JHA-14YR,2013,1,23.7,84.99,475,None,,10,14,Azadirachta indica,Tropical,Forest,Managed,Deciduous,Aggrading,lateritic,Dry,1.52,11.1,76.71,18.5,4.79,23,975,,25.33,,IRGA,10,5,314,10to14,0.1,1,,1156.68,109.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9378,2020-03-04,10578,Ahirwal,,,JJ,India,Jharkhand,,IN-JHA-REF,2013,1,23.7,84.99,475,None,,10,,Shorea robusta Gaertn,Tropical,Forest,Managed,Deciduous,Mature,lateritic,Dry,1.73,8.58,80.41,14.23,5.36,23,975,,22.53,,IRGA,10,5,314,10to14,0.1,1,,1440.18,113.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9379,2020-03-04,10581,Han,,,JJ,China,Inner Mongolia,Horqin Sandy Land,CN-IM-SBG,2014,1,43.33,122.6,205.16,None,,,,"Artemisia halodendron Turcz. et Bess., Artemisia frigida Willd. Sp.",Temperate,Grassland,Managed,Deciduous,Aggrading,Sand,Dry,,,,,,6.6,389,1421,,307.7,IRGA,,,,8to18,30,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9380,2020-03-04,10581,Han,,,JJ,China,Inner Mongolia,Horqin Sandy Land,CN-IM-SCC,2014,1,43.33,122.6,195.39,None,,,,"Artemisia halodendron Turcz. et Bess., Artemisia frigida Willd. Sp.",Temperate,Grassland,Managed,Deciduous,Aggrading,Sand,Dry,,,,,,6.6,389,1421,,307.7,IRGA,,,,8to18,30,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9381,2020-03-04,10581,Han,,,JJ,China,Inner Mongolia,Horqin Sandy Land,CN-IM-TPF,2014,1,43.33,122.6,194.4,None,,,,"Artemisia halodendron Turcz. et Bess., Artemisia frigida Willd. Sp.",Temperate,Grassland,Managed,Deciduous,Aggrading,Loamy sand,Dry,,,,,,6.6,389,1421,,307.7,IRGA,,,,8to18,30,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9382,2020-03-04,10581,Han,,,JJ,China,Inner Mongolia,Horqin Sandy Land,CN-IM-MPC,2014,1,43.33,122.6,192.36,None,,,,"Artemisia halodendron Turcz. et Bess., Artemisia frigida Willd. Sp.",Temperate,Grassland,Managed,Deciduous,Aggrading,Loamy,Dry,,,,,,6.6,389,1421,,307.7,IRGA,,,,8to18,30,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9383,2020-03-04,10584,Stegen,,,JJ,USA,Alaska,Fairbanks,US-AK-FIR,2014,1,64.84,-147.72,,None,,,,Picea mariana,Boreal,Forest,Natural,Evergreen,Mature,,Dry,,,,,,,,,,,IRGA,,5,78.5,9.5to22,5,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9384,2020-03-04,10585,Li,,,JJ,Canada,Ontario,Woodslee,CA-OT-CORN,2004,3,42.21,-82.76,,None,,,,Zea mays,Temperate,Agriculture,Managed,Deciduous,Aggrading,Orthic Humic Gleysol,Dry,,,,,38,9.1,831,,9.7,887,IRGA,15,6.5,1438.77,9to13,4,1,Model,817.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Table 4
9385,2020-03-04,10585,Li,,,JJ,Canada,Ontario,Woodslee,CA-OT-SOYB,2004,3,42.21,-82.76,,None,,,,Glycine max,Temperate,Agriculture,Managed,Deciduous,Aggrading,Orthic Humic Gleysol,Dry,,,,,38,9.1,831,,9.7,887,IRGA,15,6.5,1438.77,9to13,4,1,Model,777.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Table 4
9386,2020-03-04,10585,Li,,,JJ,Canada,Ontario,Woodslee,CA-OT-WHEAT,2004,3,42.21,-82.76,,None,,,,Triticum aestivum,Temperate,Agriculture,Managed,Deciduous,Aggrading,Orthic Humic Gleysol,Dry,,,,,38,9.1,831,,9.7,887,IRGA,15,6.5,1438.77,9to13,4,1,Model,1197.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Table 4
9387,2020-03-04,10585,Li,,,JJ,Canada,Ontario,Woodslee,CA-OT-SC,2004,3,42.21,-82.76,,None,,,,"Zea mays, Glycine max",Temperate,Agriculture,Managed,Deciduous,Aggrading,Orthic Humic Gleysol,Dry,,,,,38,9.1,831,,9.7,887,IRGA,15,6.5,1438.77,9to13,4,1,Model,861.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Table 4
9388,2020-03-04,10585,Li,,,JJ,Canada,Ontario,Woodslee,CA-OT-CS,2004,3,42.21,-82.76,,None,,,,"Zea mays, Glycine max",Temperate,Agriculture,Managed,Deciduous,Aggrading,Orthic Humic Gleysol,Dry,,,,,38,9.1,831,,9.7,887,IRGA,15,6.5,1438.77,9to13,4,1,Model,978.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Table 4
9389,2020-03-04,10585,Li,,,JJ,Canada,Ontario,Woodslee,CA-OT-WCS,2004,3,42.21,-82.76,,None,,,,"Zea mays, Glycine max, Triticum",Temperate,Agriculture,Managed,Deciduous,Aggrading,Orthic Humic Gleysol,Dry,,,,,38,9.1,831,,9.7,887,IRGA,15,6.5,1438.77,9to13,4,1,Model,1011.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Table 4
9390,2020-03-04,10585,Li,,,JJ,Canada,Ontario,Woodslee,CA-OT-CSW,2004,3,42.21,-82.76,,None,,,,"Zea mays, Glycine max, Triticum",Temperate,Agriculture,Managed,Deciduous,Aggrading,Orthic Humic Gleysol,Dry,,,,,38,9.1,831,,9.7,887,IRGA,15,6.5,1438.77,9to13,4,1,Model,876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Table 4
9391,2020-03-04,10585,Li,,,JJ,Canada,Ontario,Woodslee,CA-OT-SWC,2004,3,42.21,-82.76,,None,,,,"Zea mays, Glycine max, Triticum",Temperate,Agriculture,Managed,Deciduous,Aggrading,Orthic Humic Gleysol,Dry,,,,,38,9.1,831,,9.7,887,IRGA,15,6.5,1438.77,9to13,4,1,Model,952.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Table 4
9392,2020-03-04,10602,Yang,,,DP,China,Jiangsu,Kunshan Irrigation and Drainage Experiment Station,CN-JS-FI,2014.5,1,31.254,120.961,,None,,,,Oryza sativa,Subtropical,Agriculture,Managed,Deciduous,Aggrading,Hydragric Anthrosol,,,,8.8,16.2,75,15.5,1100,,,,Gas chromatography,10,5,314,10to11,7,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Figure 2
9393,2020-03-04,10602,Yang,,,DP,China,Jiangsu,Kunshan Irrigation and Drainage Experiment Station,CN-JS-CI,2014.5,1,31.254,120.961,,None,,,,Oryza sativa,Subtropical,Agriculture,Managed,Deciduous,Aggrading,Hydragric Anthrosol,,,,8.8,16.2,75,15.5,1100,,,,Gas chromatography,10,5,314,10to11,7,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Figure 2
9394,2020-03-04,10602,Yang,,,DP,China,Jiangsu,Kunshan Irrigation and Drainage Experiment Station,CN-JS-FI,2015.5,1,31.254,120.961,,None,,,,Oryza sativa,Subtropical,Agriculture,Managed,Deciduous,Aggrading,Hydragric Anthrosol,,,,8.8,16.2,75,15.5,1100,,,,Gas chromatography,10,5,314,10to11,7,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Figure 2
9395,2020-03-04,10602,Yang,,,DP,China,Jiangsu,Kunshan Irrigation and Drainage Experiment Station,CN-JS-CI,2015.5,1,31.254,120.961,,None,,,,Oryza sativa,Subtropical,Agriculture,Managed,Deciduous,Aggrading,Hydragric Anthrosol,,,,8.8,16.2,75,15.5,1100,,,,Gas chromatography,10,5,314,10to11,7,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Figure 2
9396,2020-03-04,10587,Cueva,,,JJ,Mexico,California,Baja,MX-CAL-SC,2011,1,32.03,-116.6,409,None,,,,Larrea tridentata,Mediterranean,Shrubland,Unmanaged,Deciduous,Aggrading,,Dry,,,,,,,,,,,IRGA,,,78.5,12to14,30,1,Exclusion,453.6,,,,,359.1,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shrub-corrected
9397,2020-03-04,10587,Cueva,,,JJ,Mexico,California,Baja,MX-CAL-SUC,2011,1,32.03,-116.6,409,None,,,,Larrea tridentata,Mediterranean,Shrubland,Unmanaged,Deciduous,Aggrading,,Dry,,,,,,,,,,,IRGA,,,78.5,12to14,30,1,Exclusion,510.3,,,,,480.06,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shrub-uncorrected
9398,2020-03-04,10593,Wang,,,JJ,China,Ningxia,Yanchi Research Station,CN-NX-YC,2012,1,37.7,107.22,1550,None,,,,Artemisia ordosica,Temperate,Desert,Unmanaged,Deciduous,Aggrading,Sandy,Dry,1.6,,,,,8.1,292,,,,IRGA,10,7,320.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9399,2020-03-04,10595,Morillas,,,JJ,Spain,Southwestern,,ES-SW-FOR,2009.5,1,37.35,-5.93,,None,,,,Pinus pinea L.,Mediterranean,Forest,Unmanaged,Evergreen,Mature,,Dry,1.16,10.98,63.6,12.8,23.6,19,565.7,,,,IRGA,15.5,,78.5,10to11,7,1,,1051.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9400,2020-03-04,10595,Morillas,,,JJ,Spain,Southwestern,,ES-SW-SHR,2009.5,1,37.35,-5.93,,None,,,,"Quercus coccifera L., Cistus albidus L.",Mediterranean,Shrubland,Unmanaged,Deciduous,Mature,,Dry,1.41,11.08,81,12.5,6.5,19,565.7,,,,IRGA,15.5,,78.5,10to11,7,1,,848.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9401,2020-03-04,10607,Rubio,,,DP,Panama,,Barro Colorado Island,PA-BCI-MANU,2013.5,1,9.15,-79.833,140,None,,,,Gustavia superba,Tropical,Forest,,Evergreen,Mature,Oxisol,,0.75,,,,,27,2642,,,,IRGA,,5,102,0to24,0.1,1,,1481.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Figure 1
9402,2020-03-04,10607,Rubio,,,DP,Panama,,Barro Colorado Island,PA-BCI-MANU,2014.5,1,9.15,-79.833,140,None,,,,Gustavia superba,Tropical,Forest,,Evergreen,Mature,Oxisol,,0.75,,,,,27,2642,,,,IRGA,,5,102,0to24,0.1,1,,1598.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Figure 1
9403,2020-03-04,10607,Rubio,,,DP,Panama,,Barro Colorado Island,PA-BCI-MANU,2016.5,1,9.15,-79.833,140,None,,,,Gustavia superba,Tropical,Forest,,Evergreen,Mature,Oxisol,,0.75,,,,,27,2642,,,,IRGA,,5,102,0to24,0.1,1,,1616.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Figure 1
9404,2020-03-04,10607,Rubio,,,DP,Panama,,Barro Colorado Island,PA-BCI-AUTO,2013.5,1,9.15,-79.833,140,None,,,,Gustavia superba,Tropical,Forest,,Evergreen,Mature,Oxisol,,0.75,,,,,27,2642,,,,Gas chromatography,,5,490.6,0to24,0.1,1,,1120.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Figure 1
9405,2020-03-04,10607,Rubio,,,DP,Panama,,Barro Colorado Island,PA-BCI-AUTO,2014.5,1,9.15,-79.833,140,None,,,,Gustavia superba,Tropical,Forest,,Evergreen,Mature,Oxisol,,0.75,,,,,27,2642,,,,Gas chromatography,,5,490.6,0to24,0.1,1,,1226.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Figure 1
9406,2020-03-04,10607,Rubio,,,DP,Panama,,Barro Colorado Island,PA-BCI-AUTO,2015.5,1,9.15,-79.833,140,None,,,,Gustavia superba,Tropical,Forest,,Evergreen,Mature,Oxisol,,0.75,,,,,27,2642,,,,Gas chromatography,,5,490.6,0to24,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Figure 1
9407,2020-03-04,10607,Rubio,,,DP,Panama,,Barro Colorado Island,PA-BCI-AUTO,2016.5,1,9.15,-79.833,140,None,,,,Gustavia superba,Tropical,Forest,,Evergreen,Mature,Oxisol,,0.75,,,,,27,2642,,,,Gas chromatography,,5,490.6,0to24,0.1,1,,1438.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Figure 1
9408,2020-03-04,10637,Conner,,,DP,USA,Utah,Huntington Horse,US-UT-HLI,2012.5,,39.683,-111.3,2900,None,Control,,,Latharus lanszwertii,,Forest,Managed,Deciduous,Mature,,,1.01,,77.5,17.9,4.6,3.72,376.5,,,,IRGA,20,10,314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aspen
9409,2020-03-04,10637,Conner,,,DP,USA,Utah,Huntington Horse,US-UT-HLI,2013.5,,39.683,-111.3,2900,Dust,Dust addition on snowpack,,,Latharus lanszwertii,,Forest,Managed,Deciduous,Mature,,,1.01,,77.5,17.9,4.6,3.72,376.5,,,,IRGA,20,10,314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aspen
9410,2020-03-04,10637,Conner,,,DP,USA,Utah,Huntington Horse,US-UT-HLI,2014.5,,39.683,-111.3,2900,Dust,Dust addtion after snowmelt,,,Latharus lanszwertii,,Forest,Managed,Deciduous,Mature,,,1.01,,77.5,17.9,4.6,3.72,376.5,,,,IRGA,20,10,314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aspen
9411,2020-03-04,10637,Conner,,,DP,USA,Utah,Huntington Horse,US-UT-HAT,2012.5,,39.683,-111.3,2900,None,Control,,,Artemisia tridentate,,Grassland,Managed,Deciduous,Mature,,,1.07,,70.3,23.4,6.3,3.72,376.5,,,,IRGA,20,10,314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Meadow
9412,2020-03-04,10637,Conner,,,DP,USA,Utah,Huntington Horse,US-UT-HAT,2013.5,,39.683,-111.3,2900,Dust,Dust addition on snowpack,,,Artemisia tridentate,,Grassland,Managed,Deciduous,Mature,,,1.07,,70.3,23.4,6.3,3.72,376.5,,,,IRGA,20,10,314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Meadow
9413,2020-03-04,10637,Conner,,,DP,USA,Utah,Huntington Horse,US-UT-HAT,2014.5,,39.683,-111.3,2900,Dust,Dust addtion after snowmelt,,,Artemisia tridentate,,Grassland,Managed,Deciduous,Mature,,,1.07,,70.3,23.4,6.3,3.72,376.5,,,,IRGA,20,10,314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Meadow
9414,2020-03-04,10637,Conner,,,DP,USA,Utah,Mammoth-Cottonwood,US-UT-MC,2012.5,,39.616,-111.3,2650,None,Control,,,Hackelia micrantha,,Forest,Managed,Deciduous,Mature,,,0.77,,63.2,23.2,13.6,3.72,297.33,,,,IRGA,20,10,314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aspen
9415,2020-03-04,10637,Conner,,,DP,USA,Utah,Mammoth-Cottonwood,US-UT-MC,2013.5,,39.616,-111.3,2650,Dust,Dust addition on snowpack,,,Hackelia micrantha,,Forest,Managed,Deciduous,Mature,,,0.77,,63.2,23.2,13.6,3.72,297.33,,,,IRGA,20,10,314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aspen
9416,2020-03-04,10637,Conner,,,DP,USA,Utah,Mammoth-Cottonwood,US-UT-MC,2014.5,,39.616,-111.3,2650,Dust,Dust addtion after snowmelt,,,Hackelia micrantha,,Forest,Managed,Deciduous,Mature,,,0.77,,63.2,23.2,13.6,3.72,297.33,,,,IRGA,20,10,314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aspen
9417,2020-03-04,10637,Conner,,,DP,USA,Utah,Mammoth-Cottonwood,US-UT-MCII,2012.5,,39.616,-111.3,2650,None,Control,,,Hackelia micrantha,,Grassland,Managed,Deciduous,Mature,,,0.99,,59,27.4,13.6,3.72,297.33,,,,IRGA,20,10,314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Meadow
9418,2020-03-04,10637,Conner,,,DP,USA,Utah,Mammoth-Cottonwood,US-UT-MCII,2013.5,,39.616,-111.3,2650,Dust,Dust addition on snowpack,,,Hackelia micrantha,,Grassland,Managed,Deciduous,Mature,,,0.99,,59,27.4,13.6,3.72,297.33,,,,IRGA,20,10,314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Meadow
9419,2020-03-04,10637,Conner,,,DP,USA,Utah,Mammoth-Cottonwood,US-UT-MCII,2014.5,,39.616,-111.3,2650,Dust,Dust addtion after snowmelt,,,Hackelia micrantha,,Grassland,Managed,Deciduous,Mature,,,0.99,,59,27.4,13.6,3.72,297.33,,,,IRGA,20,10,314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Meadow
9420,2020-03-04,10609,Chantigny,,,JJ,Canada,Quebec,,CA-QB-SL,,,46.73,-71.52,,None,,,,Hordeum vulgare L.,Boreal,Agriculture,Managed,Deciduous,Aggrading,Orthic Dystric Brunisol,Dry,,12.67,68,15,17,4.4,1231,,,,Gas chromatography,15,7.5,200.96,,7,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9421,2020-03-04,10609,Chantigny,,,JJ,Canada,Quebec,,CA-QB-SC,,,46.73,-71.52,,None,,,,Hordeum vulgare L.,Boreal,Agriculture,Managed,Deciduous,Aggrading,Gleyed Melanic Brunisol,Dry,,12.96,16.3,40.5,43.2,4.4,1231,,,,Gas chromatography,15,7.5,200.96,,7,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9422,2020-03-05,10601,Kadulin,,,JM,Russia,Northwestern Russia,Pasvik Reserve,RU-NR-PSL,2011.5,1,69.31,29.5,,None,,,,Pinus sylvestris lapponica,Boreal,Forest,Natural,Evergreen,Mature,,Dry,,37.928,,,,,,,,,IRGA,,,,12to16,,0.08,,,,,,,,,,5.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9423,2020-03-05,10601,Kadulin,,,JM,Russia,Northwestern Russia,Pasvik Reserve,RU-NR-PSL,2012.5,1,69.31,29.5,,None,,,,Pinus sylvestris lapponica,Boreal,Forest,Natural,Evergreen,Mature,,Dry,,37.928,,,,,,,,,IRGA,,,,,,0.25,,,,,,,,,2.31,2.55,2.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9424,2020-03-05,10601,Kadulin,,,JM,Russia,Northwestern Russia,Pasvik Reserve,RU-NR-PSL,2013.5,1,69.31,29.5,,None,,,,Pinus sylvestris lapponica,Boreal,Forest,Natural,Evergreen,Mature,,Dry,,37.928,,,,,,,,,IRGA,,,,,,0.08,,,,,,,,,,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9425,2020-03-05,10601,Kadulin,,,JM,Russia,Northwestern Russia,Pasvik Reserve,RU-NR-PSM,2011.5,1,69.31,29.5,,None,,,,Pinus sylvestris lapponica,Boreal,Forest,Natural,Evergreen,Mature,,Dry,,42.337,,,,,,,,,IRGA,,,,,,0.08,,,,,,,,,,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
